22719	6186	3372
22720	6226	3431
22745	6301	3543
22747	6518	3700
22751	6265	3427
22796	6315	3458
22800	6314	3534
22803	6346	3524
22809	6466	3617
22815	6345	3553
22846	6379	3494
22882	6552	3668
22896	6437	3613
22934	6375	3568
22935	6449	3652
22962	6534	3665
22985	6457	3605
22987	6319	3453
23007	6453	3709
23010	6317	3538
23035	6379	3595
23036	6356	3548
23039	6504	3658
23054	6401	3610
23104	6290	3506
23154	6378	3531
23204	6466	3676
23214	6411	3565
23237	6489	3665
23253	6398	3557
23262	6371	3618
23271	6352	3543
23288	6392	3569
23296	6396	3615
23303	6381	3578
23324	6273	3519
23374	6538	3683
23395	6329	3598
23398	6452	3616
23408	6403	3580
23409	6433	3622
23431	6488	3675
23432	6256	3495
23447	6453	3593
23492	6467	3634
23497	6281	3543
23504	6353	3554
23505	6516	3730
23522	6492	3683
23523	6392	3622
23542	6360	3571
23554	6317	3561
23568	6248	3411
23593	6349	3499
23621	6394	3574
23638	6325	3436
23653	6382	3517
23695	6469	3680
23697	6312	3502
23698	6387	3596
23726	6413	3556
23727	6290	3463
23761	6373	3601
23811	6359	3558
23849	6326	3471
23870	6476	3698
23903	6378	3578
23928	6399	3649
23933	6416	3639
23973	6214	3345
24003	6293	3516
24033	6297	3486
24040	6275	3479
24046	6401	3547
24049	6303	3492
24068	6443	3605
24118	6398	3530
24122	6328	3529
24146	6277	3445
24183	6343	3570
24187	6385	3547
24208	6392	3583
24235	6279	3546
24236	6223	3444
24242	6217	3498
24246	6185	3476
24247	6459	3679
24250	6479	3625
24261	6207	3437
24282	6417	3591
24304	6265	3485
24315	6475	3625
24319	6508	3645
24326	6536	3735
24376	6352	3582
24426	6324	3510
24455	6365	3519
24491	6389	3611
24531	6545	3675
24553	6427	3607
24559	6467	3579
24570	6393	3551
24573	6157	3412
24586	6420	3624
24608	6319	3528
24658	6206	3409
24661	6382	3634
24671	6340	3553
24674	6441	3673
24682	6308	3564
24698	6364	3525
24707	6233	3402
24752	6434	3655
24766	6087	3284
24767	6193	3396
24772	6378	3593
24777	6332	3462
24795	6317	3521
24842	6399	3625
24853	6551	3714
24884	6405	3583
24903	6237	3486
24922	6388	3539
24953	6489	3665
24955	6407	3593
24977	6489	3636
24978	6296	3463
24998	6436	3615
25000	6326	3558
25004	6608	3755
25012	6269	3528
25016	6488	3625
25027	6289	3564
25037	6352	3592
25057	6403	3607
25061	6400	3600
25107	6140	3381
25128	6120	3361
25140	6468	3655
25146	6415	3651
25154	6378	3578
25172	6414	3671
25183	6389	3576
25233	6240	3486
25283	6372	3576
25333	6350	3544
25340	6481	3641
25355	6466	3708
25385	6205	3428
25395	6352	3569
25445	6498	3732
25456	6289	3507
25470	6401	3547
25510	6224	3444
25519	6461	3601
25533	6451	3623
25580	6338	3496
25588	6416	3581
25612	6500	3654
25651	6181	3444
25657	6225	3486
25661	6435	3654
25708	6310	3537
25710	6358	3517
25760	6434	3641
25775	6544	3773
25797	6357	3522
25798	6342	3580
25828	6494	3647
25837	6367	3540
25842	6448	3638
25892	6399	3667
25897	6313	3542
25904	6331	3535
25916	6402	3618
25966	6383	3605
26005	6599	3743
26014	6423	3596
26020	6363	3499
26039	6360	3562
26089	6458	3623
26105	6404	3638
26112	6302	3565
26123	6431	3536
26131	6429	3657
26141	6586	3748
26151	6390	3588
26155	6247	3501
26205	6523	3713
26230	6363	3529
26241	6443	3608
26262	6461	3708
26273	6481	3679
26279	6312	3526
26281	6337	3531
26289	6572	3768
26320	6432	3572
26340	6384	3609
26357	6494	3700
26377	6249	3451
26413	6164	3390
26450	6286	3545
26459	6294	3606
26472	6380	3639
26502	6247	3554
26527	6416	3616
26562	6296	3519
26565	6515	3667
26568	6423	3596
26582	6432	3677
26587	6540	3713
26618	6400	3674
26629	6458	3685
26635	6366	3596
26657	6488	3622
26696	6400	3616
26718	6265	3484
26725	6367	3610
26775	6462	3649
26787	6339	3577
26807	6470	3663
26815	6330	3538
26824	6412	3642
26871	6641	3755
26877	6375	3683
26878	6341	3565
26882	6428	3675
26906	6553	3747
26923	6507	3716
26948	6353	3636
26991	6405	3586
26995	6455	3662
27045	6402	3597
27095	6360	3533
27134	6369	3570
27143	6393	3577
27193	6509	3706
27201	6607	3719
27215	6673	3823
27225	6622	3784
27231	6285	3536
27281	6474	3683
27304	6367	3565
27331	6326	3541
27343	6366	3612
27348	6373	3662
27355	6477	3656
27405	6376	3543
27407	6281	3536
27456	6479	3587
27458	6274	3525
27484	6374	3576
27506	6315	3538
27530	6239	3526
27559	6221	3453
27574	6358	3565
27579	6324	3617
27629	6477	3645
27641	6529	3727
27650	6340	3540
27658	6338	3553
27688	6426	3641
27690	6496	3761
27710	6531	3718
27760	6485	3704
27793	6336	3515
27800	6455	3685
27850	6506	3673
27883	6326	3614
27885	6428	3701
27887	6362	3613
27895	6233	3500
27907	6427	3600
27957	6353	3536
27961	6534	3694
28011	6533	3752
28043	6334	3539
28047	6342	3588
28054	6516	3724
28078	6385	3598
28104	6327	3594
28119	6451	3682
28124	6422	3583
28150	6148	3339
28170	6360	3603
28172	6499	3690
28173	6521	3697
28183	6434	3576
28196	6363	3593
28205	6502	3678
28255	6561	3704
28258	6539	3739
28308	6475	3668
28344	6404	3674
28347	6496	3721
28352	6336	3540
28358	6457	3689
28406	6294	3527
28456	6548	3700
28482	6328	3583
28504	6286	3507
28506	6263	3431
28520	6272	3498
28543	6427	3617
28561	6318	3563
28611	6556	3733
28612	6439	3632
28614	6217	3441
28623	6270	3524
28636	6258	3527
28683	6345	3585
28698	6311	3523
28748	6437	3624
28787	6434	3650
28790	6506	3714
28794	6386	3591
28795	6282	3531
28818	6388	3578
28825	6395	3596
28840	6428	3675
28854	6406	3640
28868	6280	3511
28874	6346	3675
28882	6425	3713
28932	6505	3738
28982	6418	3659
28989	6331	3611
29010	6310	3589
29060	6315	3557
29061	6402	3627
29072	6332	3615
29121	6576	3785
29164	6395	3525
29177	6316	3527
29194	6506	3754
29203	6377	3608
29204	6397	3559
29209	6407	3621
29255	6444	3655
29271	6463	3713
29286	6313	3502
29294	6360	3612
29311	6419	3607
29361	6458	3683
29411	6327	3589
29433	6478	3678
29439	6398	3658
29488	6501	3645
29500	6486	3675
29534	6476	3650
29584	6401	3704
29615	6369	3587
29662	6256	3505
29677	6538	3726
29703	6398	3644
29708	6347	3641
29758	6366	3611
29781	6451	3675
29785	6418	3676
29817	6300	3536
29828	6501	3747
29856	6461	3641
29875	6571	3753
29899	6435	3650
29922	6426	3618
29938	6350	3609
29947	6508	3720
29950	6493	3710
29955	6375	3622
29959	6357	3615
30009	6477	3622
30046	6416	3622
30059	6377	3536
30090	6489	3739
30101	6442	3630
30103	6458	3667
30109	6444	3667
30112	6459	3655
30132	6503	3713
30135	6341	3589
30142	6325	3591
30145	6594	3712
30154	6405	3631
30162	6403	3666
30190	6499	3688
30240	6349	3588
30241	6355	3523
30246	6426	3642
30292	6385	3659
30326	6417	3608
30348	6283	3519
30366	6495	3680
30371	6474	3702
30383	6467	3662
30384	6626	3807
30393	6247	3521
30405	6214	3481
30455	6435	3695
30471	6456	3660
30514	6377	3626
30535	6514	3678
30536	6356	3606
30542	6250	3486
30585	6579	3790
30586	6281	3553
30594	6460	3688
30614	6413	3667
30619	6366	3533
30629	6513	3787
30638	6493	3693
30688	6355	3641
30724	6397	3600
30769	6476	3697
30786	6350	3569
30809	6582	3673
30810	6430	3612
30824	6339	3584
30839	6315	3635
30851	6399	3655
30854	6501	3772
30866	6306	3551
30869	6342	3553
30878	6508	3757
30881	6574	3781
30897	6413	3680
30918	6407	3631
30926	6280	3533
30929	6491	3763
30934	6418	3607
30937	6463	3665
30952	6443	3646
30980	6485	3689
31030	6376	3577
31050	6313	3494
31094	6475	3673
31135	6335	3581
31153	6351	3615
31181	6299	3542
31182	6636	3783
31186	6561	3756
31190	6469	3750
31240	6425	3639
31273	6424	3641
31281	6377	3604
31313	6476	3669
31333	6557	3739
31334	6410	3602
31384	6409	3599
31390	6398	3617
31391	6421	3674
31410	6301	3537
31426	6377	3576
31437	6484	3676
31482	6539	3738
31486	6380	3532
31512	6474	3634
31515	6418	3613
31557	6453	3706
31570	6365	3575
31588	6471	3633
31602	6412	3645
31603	6361	3554
31622	6403	3628
31640	6303	3496
31690	6491	3626
31706	6374	3606
31709	6512	3671
31740	6417	3651
31744	6234	3446
31750	6411	3644
31758	6519	3755
31762	6458	3642
31772	6424	3703
31773	6551	3648
31823	6308	3501
31827	6279	3524
31828	6419	3636
31848	6248	3479
31872	6293	3584
31881	6327	3571
31897	6198	3467
31899	6407	3651
31910	6425	3640
31929	6420	3643
31935	6381	3582
31943	6425	3679
31944	6421	3573
31994	6412	3652
32006	6523	3745
32034	6405	3625
32084	6385	3622
32134	6432	3623
32140	6265	3555
32154	6436	3642
32193	6273	3549
32234	6269	3506
32238	6294	3526
32258	6385	3607
32307	6369	3648
32339	6309	3528
32345	6253	3568
32346	6525	3709
32381	6356	3609
32389	6248	3518
32412	6642	3842
32425	6371	3621
32432	6393	3678
32467	6458	3702
32496	6341	3552
32498	6333	3566
32505	6380	3615
32506	6463	3660
32524	6466	3677
32553	6460	3725
32560	6485	3670
32561	6604	3803
32611	6415	3664
32630	6304	3504
32639	6498	3755
32641	6538	3781
32654	6622	3855
32675	6605	3799
32704	6358	3654
32710	6418	3651
32718	6295	3540
32725	6256	3481
32733	6354	3514
